/* 1D advection with step function profile, negative velocity */
filetype = arbitrary
ndim = 1
nx = 100

    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    2.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
    1.000000    -1.000000     1.000000
