/* 1D advection, step function density profile, linear velocity profile */
filetype = arbitrary
ndim = 1
nx = 100

    1.000000    -0.500000     1.000000
    1.000000    -0.489899     1.000000
    1.000000    -0.479798     1.000000
    1.000000    -0.469697     1.000000
    1.000000    -0.459596     1.000000
    1.000000    -0.449495     1.000000
    1.000000    -0.439394     1.000000
    1.000000    -0.429293     1.000000
    1.000000    -0.419192     1.000000
    1.000000    -0.409091     1.000000
    1.000000    -0.398990     1.000000
    1.000000    -0.388889     1.000000
    1.000000    -0.378788     1.000000
    1.000000    -0.368687     1.000000
    1.000000    -0.358586     1.000000
    1.000000    -0.348485     1.000000
    1.000000    -0.338384     1.000000
    1.000000    -0.328283     1.000000
    1.000000    -0.318182     1.000000
    1.000000    -0.308081     1.000000
    1.000000    -0.297980     1.000000
    1.000000    -0.287879     1.000000
    1.000000    -0.277778     1.000000
    1.000000    -0.267677     1.000000
    1.000000    -0.257576     1.000000
    1.000000    -0.247475     1.000000
    1.000000    -0.237374     1.000000
    1.000000    -0.227273     1.000000
    1.000000    -0.217172     1.000000
    1.000000    -0.207071     1.000000
    1.000000    -0.196970     1.000000
    1.000000    -0.186869     1.000000
    1.000000    -0.176768     1.000000
    2.000000    -0.166667     1.000000
    2.000000    -0.156566     1.000000
    2.000000    -0.146465     1.000000
    2.000000    -0.136364     1.000000
    2.000000    -0.126263     1.000000
    2.000000    -0.116162     1.000000
    2.000000    -0.106061     1.000000
    2.000000    -0.095960     1.000000
    2.000000    -0.085859     1.000000
    2.000000    -0.075758     1.000000
    2.000000    -0.065657     1.000000
    2.000000    -0.055556     1.000000
    2.000000    -0.045455     1.000000
    2.000000    -0.035354     1.000000
    2.000000    -0.025253     1.000000
    2.000000    -0.015152     1.000000
    2.000000    -0.005051     1.000000
    2.000000     0.005051     1.000000
    2.000000     0.015152     1.000000
    2.000000     0.025253     1.000000
    2.000000     0.035354     1.000000
    2.000000     0.045455     1.000000
    2.000000     0.055556     1.000000
    2.000000     0.065657     1.000000
    2.000000     0.075758     1.000000
    2.000000     0.085859     1.000000
    2.000000     0.095960     1.000000
    2.000000     0.106061     1.000000
    2.000000     0.116162     1.000000
    2.000000     0.126263     1.000000
    2.000000     0.136364     1.000000
    2.000000     0.146465     1.000000
    2.000000     0.156566     1.000000
    2.000000     0.166667     1.000000
    1.000000     0.176768     1.000000
    1.000000     0.186869     1.000000
    1.000000     0.196970     1.000000
    1.000000     0.207071     1.000000
    1.000000     0.217172     1.000000
    1.000000     0.227273     1.000000
    1.000000     0.237374     1.000000
    1.000000     0.247475     1.000000
    1.000000     0.257576     1.000000
    1.000000     0.267677     1.000000
    1.000000     0.277778     1.000000
    1.000000     0.287879     1.000000
    1.000000     0.297980     1.000000
    1.000000     0.308081     1.000000
    1.000000     0.318182     1.000000
    1.000000     0.328283     1.000000
    1.000000     0.338384     1.000000
    1.000000     0.348485     1.000000
    1.000000     0.358586     1.000000
    1.000000     0.368687     1.000000
    1.000000     0.378788     1.000000
    1.000000     0.388889     1.000000
    1.000000     0.398990     1.000000
    1.000000     0.409091     1.000000
    1.000000     0.419192     1.000000
    1.000000     0.429293     1.000000
    1.000000     0.439394     1.000000
    1.000000     0.449495     1.000000
    1.000000     0.459596     1.000000
    1.000000     0.469697     1.000000
    1.000000     0.479798     1.000000
    1.000000     0.489899     1.000000
    1.000000     0.500000     1.000000
